Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
NLP with Python for Machine Learning Essential Training,"With the increased amount of data publicly available and the increased focus on unstructured text data, understanding how to clean, process, and analyze that text data is tremendously valuable. If you have some experience with Python and an interest in natural language processing (NLP), this course can provide you with the knowledge you need to tackle complex problems using machine learning. Instructor Derek Jedamski provides a quick summary of basic natural language processing (NLP) concepts, covers advanced data cleaning and vectorization techniques, and then takes a deep dive into building machine learning classifiers. During this last step, Derek shows how to build two different types of machine learning models, as well as how to evaluate and test variations of those models.",Course,2018-08-11 02:37 UTC,N/A,true,N/A,
Having Career Conversations with Your Team,"Learn about a coaching framework that you can apply to help your team members quickly identify ideal outcomes and map growth for the year ahead. Explore how these conversations are different from performance evaluations, and how to integrate the four-stage Pivot Method into your regular one-on-one meetings. Instructor Jenny Blake also offers practical tips on how to create a strong development culture, and provides strategies to quickly generate aha moments and close career conversations with actionable insights.",Course,2021-12-21 10:52 UTC,N/A,false,N/A,
Building Angular and Node Apps with Authentication,"Are you already familiar with Angular 2 and Node.js? If so, this course can help you leverage these two popular frameworks to build a full-stack web application—which you can later use as a template for your own web app. Join Alexander Zanfir as he shows how to create and configure an Angular 2 project, display data in Angular 2, get your data from Node.js, and save your data to Node.js. He also covers how to create a form in Angular, set up routes, validate with reactive forms, register users, and more.",Course,N/A,N/A,true,N/A,
iOS 11 New Features for Developers,"Discover what iOS 11 has to offer app developers like you. Apple updated their robust mobile operating system—as well as Xcode 9—with even more new features, as well as upgrades that can make developers' lives easier. In this short course, Harrison Ferrone surveys new features to help familiarize you with what's available in this new release. He covers Xcode server updates, wireless debugging and simulator upgrades in Xcode 9, and more, including Metal 2—which greatly increases graphics performance, particularly for games.",Course,N/A,N/A,true,N/A,
Developing a Competitive Strategy,"Competitive advantage is not about how good you are but about whether you're faster, better, or cheaper than competitors in your particular market. In this course, global strategy expert Anil Gupta, a professor at the University of Maryland, provides an overview of the sources of competitive advantage. He explains how and why companies are always simultaneously competing in two arenas—onstage and backstage—and how competitive advantage is dynamic; an advantage you have today may not be an advantage tomorrow.",Course,2022-04-07 02:50 UTC,N/A,false,N/A,
How to Ask Productive Questions,"Productivity improves when people cultivate the habit of asking questions. Growth and performance often stagnate when we tell others (and ourselves) what we should do. In this course, Dave Crenshaw explains why questions are valuable, provides practice creating effective questions, and gives examples of situations where we can ask team members, customers, and those we lead questions that help them grow. Dave discusses what a productive question is and what makes questions productive, then lists some examples of productive questions. He talks about how questions can help people grow and how listening improves questions. After going over how additional questions can help you access more layers of answers, Dave explains times when you should not ask questions, but simply listen. 
<br><br>
This course was created by Dave Crenshaw and Invaluable Inc. We are pleased to offer this training in our library.",Course,2022-11-22 16:07 UTC,N/A,false,N/A,
Excel: Using Dynamic Array Functions (Microsoft 365),"In September 2018, Microsoft released a new family of functions in Excel called dynamic arrays. With dynamic arrays, a user can write one formula and get many different results. This allows users to build more robust spreadsheets, in less time, with fewer errors. Follow along with Excel MVP Oz du Soleil as he walks you through the new calculation engine and dynamic array functions. He walks through all seven functions—UNIQUE, SORT, SORTBY, SEQUENCE, FILTER, RANDARRAY, and SINGLE—showing practical, real-world uses for each one. Plus, learn how to use the spilled range operator (#) to reference a dynamic spill range. Oz concludes the course with a series of challenges so viewers can practice and master dynamic arrays.",Course,2021-03-25 15:54 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:728382,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:728382,Course,2020-03-19 13:13 UTC,N/A,false,N/A,
Software Architecture: Domain-Driven Design,"It's tough to be agile if you're working with a system that can't handle rapid change. Domain-driven design (DDD)—one of the most effective architectural approaches for both agile environments in general and microservices in particular—can help you build systems that can stand up to change. In this course, Allen Holub provides programmers, software architects, business analysts, and product managers/owners with an overview of this essential architectural process, demonstrating how to use DDD to develop a microservice or other domain-focused system. Alan goes over the basics of DDD (and how it fits with agile), microservices, and bounded contexts and entities. Plus, he compares reactive and declarative systems and details how to approach an event storming session.",Course,2021-09-20 05:54 UTC,N/A,false,N/A,
Python Parallel and Concurrent Programming Part 1,"Parallel programming unlocks a program’s ability to execute multiple instructions simultaneously, increases the overall processing throughput, and is key to writing faster and more efficient applications. Curious about how parallel programming works in the real world? In this course, join instructors Barron and Olivia Stone as they introduce the basics of parallel programming in Python, providing the foundational knowledge you need to write more efficient, performant code. Barron and Olivia explain concepts like threading and mutual exclusion in a fun and informative way, relating them to everyday activities you perform in the kitchen. To cement the ideas, they demo them in action using Python. Each lesson is short and practical, driving home the theory with hands-on techniques.",Course,2021-12-25 11:34 UTC,N/A,false,N/A,
Cloud Hadoop: Scaling Apache Spark,"Apache Hadoop and Spark make it possible to generate genuine business insights from big data. The Amazon cloud is natural home for this powerful toolset, providing a variety of services for running large-scale data-processing workflows. Learn to implement your own Apache Hadoop and Spark workflows on AWS in this course with big data architect Lynn Langit.  Explore deployment options for production-scaled jobs using virtual machines with EC2, managed Spark clusters with EMR, or containers with EKS.  Learn how to configure and manage Hadoop clusters and Spark jobs with Databricks, and use Python or the programming language of your choice to import data and execute jobs. Plus, learn how to use Spark libraries for machine learning, genomics, and streaming. Each lesson helps you understand which deployment option is best for your workload.",Course,2021-07-29 10:40 UTC,N/A,false,N/A,
Introduction to Machine Learning with KNIME,"KNIME is an open-source workbench-style tool for predictive analytics and machine learning. It is highly compatible with numerous data science technologies, including R, Python, Scala, and Spark. With KNIME, you can produce solutions that are virtually self-documenting and ready for use. These reasons and more make KNIME one of the most popular and fastest-growing analytics platforms around. In this course, expert Keith McCormick shows how KNIME supports all the phases of the Cross Industry Standard Process for Data Mining (CRISP-DM) in one platform. Get up and running quickly—in 15 minutes or less—or stick around for the more in-depth training covering merging and aggregation, modeling, and data scoring. Plus, learn how to increase the power of KNIME with extensions and integrate R and Python.",Course,2022-10-13 18:12 UTC,2021-06-12 16:36 UTC,false,N/A,
Unit Testing and Test Driven Development in Python,"Every software developer wants to ship high-quality applications. Test-driven development (TDD) is a key discipline that can help you enhance your development process—and, in turn, your code base—by ensuring that crashes and bugs are addressed early on. In this course, join Richard Wells as he covers unit testing and TDD for Python projects. Richard provides an overview of both unit testing and TDD, explaining why both are crucial for developers. He also shows how to set up your development environment for TDD and goes over the pytest unit-testing framework. Throughout the course, he shares best practices and provides examples and test cases that can help you gain a practical understanding of TTD in Python.",Course,2018-09-10 12:58 UTC,N/A,false,N/A,
Creating and Giving Business Presentations (2014),"What makes a compelling presentation? A presentation that is built on strong research, tailored to your audience's interests, and designed to anticipate and answer questions about your message. In this course, Kelley Business School professor Tatiana Kolovou teaches you how to prepare strong business presentations. Learn how to find your story, appeal to logic and emotion, gain credibility, build a deck, and deliver a compelling presentation. Along the way, follow Katie, a young professional, as she prepares to give a presentation to the executives at her organization.",Course,2019-08-22 13:35 UTC,N/A,false,N/A,
Learning Python with PyCharm (2017),"Learn Python programming with PyCharm, the cross-platform IDE that ""takes care of the routine."" Get your development environment set up correctly with instructor Bruce Van Horn's step-by-step guidance, and explore PyCharm's first-rate text editing tools. Learn how to improve your code quality with Lens Mode and Intentions, refactor and debug code, and perform unit testing with the PyCharm test runner. Then dive into working with SQL databases. Lastly, learn how to integrate Python with web projects that include HTML and JavaScript, and create a project with the Flask microframework.",Course,N/A,N/A,true,N/A,
Leading without Formal Authority (2017),"Leadership isn't just a skill for managers. Demonstrating leadership is important for employees at every level of an organization. There are opportunities to lead every day, whether you hold a formal leadership position or not. In this course, leadership and personal development experts Lisa Earle McLeod and Elizabeth McLeod outline how individual contributors or SMEs can exhibit leadership by influencing, inspiring, mentoring, and motivating others. They also help you overcome unique challenges such as how to communicate when you think your boss or team is headed in the wrong direction.",Course,N/A,N/A,true,N/A,
JavaBeans Essential Training,"Although small-scale Java EE applications can be built without JavaBeans, in the large-scale Java EE world they're needed to separate business logic from presentation. Learn how to build your own JavaBeans and get developer tips for developing enterprise-level applications that are scalable, cross-compatible, and less demanding of server resources. In this course Patrick Royal covers the core concepts behind JavaBeans and explores the syntax, commands, and tools you need to know. He shows how to create session and entity objects, build server-side code, design objects to take advantage of parallel processing, and improve your code with optimization techniques and extensions. He also issues several JavaBeans programming challenges that allow you to test your knowledge along the way.",Course,N/A,N/A,true,N/A,
Building Deep Learning Applications with Keras 2.0 (2017),"Keras is a popular programming framework for deep learning that simplifies the process of building deep learning applications. Instead of providing all the functionality itself, it uses either TensorFlow or Theano behind the scenes and adds a standard, simplified programming interface on top. In this course, learn how to install Keras and use it to build a simple deep learning model. Explore the many powerful pre-trained deep learning models included in Keras and how to use them. Discover how to deploy Keras models, and how to transfer data between Keras and TensorFlow so that you can take advantage of all the TensorFlow tools while using Keras. When you wrap up this course, you'll be ready to start building and deploying your own models with Keras.",Course,2018-08-10 17:44 UTC,2018-08-10 17:44 UTC,true,N/A,
Oracle Database 12c: Basic SQL,"Mastering the SQL language is an essential skill for any Oracle professional and is the first step in becoming a true Oracle expert. As with any database platform, Oracle has its own take on the SQL language that builds on top of industry standards. In this course, Oracle instructor and consultant David Yahalom covers the basics required to code with SQL in an Oracle Database 12c environment. Learn how to select and filter data, and manipulate data using functions, including SUBSTR, UPPER, MIN, MAX, AVG, SUM, and more. Then find out how to combine data from two or more tables in a single statement with joins. Discover how to modify data with DML and DDL commands like DELETE and UPDATE, and group data with aggregate functions. David also provides an overview of advanced concepts, such as constraints and subqueries.
<br><br>
Note: This training course is appropriate for beginning database developers with no prior experience with SQL or Oracle.",Course,2018-04-06 14:21 UTC,N/A,true,N/A,
Nano Tips for Interpersonal Communication with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.  In this course, award-winning leadership strategist and peak performance educator for Fortune 500 companies Shadé Zahrai shares tips for improving interpersonal communication skills. Shadé explains the importance of choosing words that foster collaboration, shows how you can transform your communication with positive reinforcement, describes the biggest conversation buzzkill, and more.",Course,2024-08-05 14:39 UTC,N/A,false,N/A,
Microsoft Teams: Working with Apps,"By working with apps in Teams, you can do more than simple messaging and video calls. You can extend the capabilities of Teams using add-on apps. Some apps bring familiar Microsoft 365 tools and services into the Teams interface, but there are hundreds of other apps offered by 3rd party developers. In this short course, Nick demonstrates different ways to work with apps in Teams, including collaborating with apps in a team channel or chat or using apps during Teams meetings. This course also explores useful apps to streamline your work, such as Shifts, Lists, OneNote, and Polly. Nick also introduces some of the apps included in the Microsoft Viva platform and shows how to use Teams apps on a mobile device.",Course,2022-02-09 13:28 UTC,2022-02-09 12:31 UTC,false,N/A,
Machine Learning with Python: Foundations,"<p>You’ve probably heard about machine learning before, but have you ever wondered what that term really means? How does a machine learn? Have you thought about building a machine learning model, but didn’t know where to start?</p>
<p>In this course, Frederick Nwanganga introduces machine learning in an approachable way and provides step-by-step guidance on how to get started with machine learning via the most in-demand language in use today, Python. Frederick starts with exactly what it means for machines to learn and the different ways they learn, then gets into how to collect, understand, and prepare data for machine learning. He also provides guided examples of how to accomplish each step using Python. Finally, he brings it all together to build, evaluate, and interpret the results of a machine learning model in Python.</p>",Course,2022-04-03 13:56 UTC,N/A,false,N/A,
Being an Effective Team Member (2020),"It's easy to call out the qualities that make someone a poor team member. But what makes a person invaluable on a team? In this course, Duke University professor Dr. Daisy Lovelace highlights the key characteristics of exemplary team members. As she dives into each trait, Daisy shares how—by making subtle changes—you can adopt these behaviors to become a more valuable collaborator. Learn tips that can help you increase your self-awareness, demonstrate that you're a reliable teammate, approach teamwork more collaboratively, and more.",Course,2020-12-13 11:02 UTC,N/A,false,N/A,
AWS Machine Learning by Example,"Take a deeper dive into machine learning with Amazon Web Services (AWS). In this practical course, instructor Jonathan Fernandes helps to familiarize you with common machine learning tasks, demonstrating how to approach each one using key techniques: binary classification, multiclass classification, and regression. Throughout the course, he walks through several examples, using Kaggle datasets for hands-on exploration. Plus, he reviews some essential machine learning concepts and helps to familiarize you with other AWS capabilities, including SageMaker and Deep Learning AMIs.",Course,N/A,N/A,true,N/A,
Programming Foundations: Data Structures (2019),"Once you get past simple programs with one or two variables, you'll use data structures to store the values in your applications. Data structures are like containers—there's one for every kind of data. While structures like arrays and queues are sometimes taken for granted, a deeper understanding is vital for any programmer who wants to know what's going on ""under the hood"" and understand how the choices they've made impact the performance and efficiency of their applications. In this course, Kathryn Hodge provides an in-depth overview of the most essential data structures for modern programming. Starting with simple ways of grouping data, like arrays and structs, Kathryn gradually introduces more complex data structures, such as linked lists, stacks and queues, hash tables, and trees and graphs. Each lesson is accompanied by a real-world, practical example that shows the data structures in action. When you're finished with the course, you'll have a clear understanding of data structures and understand how to use them—in whatever language you're programming in: C#, Swift, JavaScript, Java, Python, and more.",Course,2020-05-04 12:30 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-06-12 10:29 UTC,N/A,false,N/A,
"Cloud Native Development with Node.js, Docker, and Kubernetes","While the vast majority of Node.js apps are deployed and run in the cloud, few leverage all that modern cloud computing platforms have to offer. If you're looking to take the next step in your cloud computing journey, then this course is for you. Join Chris Bailey as he shows developers how to go from merely hosting apps in the cloud to building and deploying cloud native apps. Chris begins by providing an overview of what it means to be cloud native and create Node.js apps that exploit the cloud's features. He then steps through how to take an existing Node.js app and package it with Docker, deploy the app to Kubernetes, and enhance it with cloud native capabilities, including support for self-healing and metrics.",Course,2019-10-23 05:35 UTC,N/A,false,N/A,
Ruby on Rails 5 Essential Training,"Learn how to create full-featured, object-oriented web applications with the latest version of the popular, open-source Ruby on Rails framework. <em>Ruby on Rails 5 Essential Training</em> covers the essential features of the framework, along with best practices and real-world development techniques, resulting in a complete application with dynamic, database-driven content. Follow along to build your own version of the example project, a data-driven content management system, while you learn how to route browser requests, structure databases, render pages with dynamic content, process and validate form data, and configure authentication. Instructor Kevin Skoglund, founder of web development agency Nova Fabrica, also introduces the design principles of CRUD and helps you master Rail's built-in helpers. By the end of the course, you should be able to use Ruby on Rails to build robust web applications that are both easy to scale and maintain.",Course,N/A,N/A,true,N/A,
Learning Scala Web Development,"Note: <em>Learning Scala Web Development</em> was created by Packt Publishing. It was originally released on 5/30/2016. We are pleased to host this training in our library.<br><br>Embark on an exciting journey into the universe of web development using the Scala programming language and frameworks—natural choices for back-end developers building highly scalable, reliable, and reactive RESTful web services and APIs. This training is the starting point for mastering the nonblocking and asynchronous programming models that lie in the heart of the Spray framework. It starts with an introduction to the REST architecture. Then switch gears to the Akka toolkit and framework, building a sample book catalog application along the way.<br><br>
 
Once you've learned about the REST architectural style and Actor model—the foundations that the Spray framework is built upon—you'll shape out your own RESTful web services by providing simple route definitions. Further on in the course, author Andriy Redko delves into authentication and authorization, secure transport, documentation, testing, and caching support. Finally, you will learn how to develop the Spray client API to call external web services.",Course,2018-03-29 11:40 UTC,N/A,true,N/A,
Understanding Edge Computing in a Cloud Computing World,"In recent years, computation and data storage has been moving out to the edge, meaning devices and servers are located closest to the source of the data. Edge computing has been essential in reducing latency in IoT devices, such as those in cars, planes, homes, and even on your wrist. However, there is much confusion around how edge computing is created, secured, and operated. In this course, David Linthicum takes the mystery out of the concept of edge computing, including how edge systems are designed, built, deployed, and maintained. David covers key facets of edge computing, from explaining the basic concepts and its uses, to the different components of an edge computing system, and details the state-of-the-art edge technology that can be employed today to build future-proof, edge-based computing systems and infrastructure.",Course,2021-04-08 18:51 UTC,N/A,false,N/A,
Artificial Intelligence for Business Leaders,"There are many business needs that artificial intelligence can help solve: logistics, market analysis, customer support, inventory prediction, and more. Yet business managers often don't make the connection between these challenges and the AI technology and tools that can help solve them. This course links common business needs to practical AI-based solutions, so you can build or buy the best AI systems for your organization. Instructor Doug Rose explains how AI can automate customer service, including phone, online chat, and even in-person interactions. He shows how business logistics can benefit from automated decision-making and data retrieved from IoT devices. He also discusses machine learning for making better predictions for sales, purchasing, and many other aspects of your business. Along the way, Doug reviews top AI tools, including TensorFlow, Amazon Web Services, and Microsoft Azure. By taking this course, you can leverage the untapped potential of artificial intelligences to take your business to the next level.<br><br>

This course was created by Doug Rose. We are pleased to offer this training in our library.",Course,2021-08-04 08:27 UTC,N/A,false,N/A,
First Look: Python 3.9,"Python, like any modern language, is always evolving. In this course, instructor Claire Burn dives into Python 3.9, highlighting the new features, improvements, and deprecations packed into this release. Learn about the significant Python Enhancement Proposals (PEPs) included in Python 3.9, as well as how to distinguish which modules are new (and why they are notable). Discover which modules have been deprecated and why this was necessary. Plus, get tips for overcoming common challenges while porting from Python 2 to Python 3.9, or Python 3.x to Python 3.9.",Course,2021-07-11 16:26 UTC,N/A,false,N/A,
Transition from Teaching to Your New Career Opportunity,"Teachers who decide to leave education for new opportunities face unique challenges, including possibly a crisis of identity and value or difficulty navigating the career change. In this course, instructor Kai Frazier aims to demystify the process of pivoting from education to the private sector. Kai makes the change less challenging by providing you with specific, hands-on guidance and support. She shows you how to identify your skills and match them to private sector opportunities. Kai walks you through using LinkedIn to your advantage, networking, and rebranding yourself for your new career goals, including creating a new resume. She shows you how to increase your chances in interviewing for and landing your new gig, then discusses how to stay the course. Transitioning to your new career doesn’t have to be painful if you know what to do and what tools to use.",Course,2022-09-13 14:28 UTC,N/A,false,N/A,
Intro to Virtual Reality (VR) Filmmaking,"VR is poised to dramatically alter the way that individuals and organizations work and play. In this course, learn how to leverage the immersive power of VR as a storyteller. Instructor Emmanuel Henri delves into the tools, techniques, and assets you need to create your first film in VR. To begin, Emmanuel provides an overview of the filmmaking process and the basics of working with VR and 3D space. He then steps through the pre-production, production, and post-production processes, ensuring that you have a solid grasp of all that's involved with bringing your ideas to life in this exciting medium. Learn about the process of creating storyboards, modeling your characters and environments, texturing your models, and more.",Course,2021-11-14 14:50 UTC,N/A,false,N/A,
Nano Tips to Sharpen Your Critical Thinking with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore what it takes to become a better critical thinker, using practical insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.</p><p>Learn how to scrutinize information like an investigator, posing Socratic questions and pushing the boundaries of your perspective. Challenge your assumptions to make better, smarter, more disruptive decisions with tools and techniques to enhance your focus and sense of clarity. Along the way, Shadé gives you pointers on how to avoid overthinking things to improve your chances of success in both your personal and professional life. By the end of this course, you’ll be prepared to create more inclusive, equitable spaces for open dialogue, ideation, and critical voice.</p>",Course,2023-07-06 10:38 UTC,N/A,false,N/A,
Learning Amazon SageMaker (2019),"SageMaker is Amazon’s solution for developers who want to deploy predictive machine learning models into a production environment. Programming is done in Python and the results can easily be integrated into cloud-based applications. These lessons review the entire Amazon SageMaker workflow: analysis, build, and final deployment. Instructor Martin Kemka introduces the benefits of Amazon SageMaker and reviews its browser-based interface and toolset. In the second chapter, he shows how to import, investigate, visualize, and summarize your data. The next stage is to use a clean data sample to train a machine learning model to fulfill a basic task. Finally, Martin shows how the model is deployed. Almost every chapter concludes with a challenge that allows you to practice your new SageMaker skills.",Course,2022-01-21 05:23 UTC,N/A,false,N/A,
Healthcare Analytics: Regression in R,"Linear and logistic regression models can be created using R, the open-source statistical computing software. In this course, biotech expert and epidemiologist Monika Wahi uses the publicly available Behavioral Risk Factor Surveillance Survey (BRFSS) dataset to show you how to perform a forward stepwise modeling process. Monika shows you how to design your research by considering scientific plausibility selecting a hypothesis. Then, she takes you through the steps of preparing, developing, and finalizing both a linear regression model and a logistic regression model. She also shares techniques for how to interpret diagnostic plots, improve model fit, compare models, and more.",Course,N/A,N/A,true,N/A,
Workplace Visualization,"Explore workplace visualization: a critical aspect of lean management. Learn how to bring the concept of visuality to the workplace and see how real-world companies are successfully leveraging these principles in their offices and shop floors. This course defines workplace visualization, aka visual management, and its benefits. Discover specific steps you and your organization can take as you work to implement visual management into your workplace. Then learn the six key questions to consider when implementing visual management: the 5W1H, which stands for who, what, where,  when, why, and how. The journey concludes with a discussion on how to start your own visual management initiative, including how to properly  scope your efforts.<br><br>

This course was created by Gemba Academy, a leading provider of lean and Six Sigma training. We are pleased to offer this training in our library.",Course,2022-06-16 14:45 UTC,N/A,false,N/A,
PowerShell: Scripting for Server Administration,"Speed up Windows Server administration with PowerShell. This course covers the basics of PowerShell scripting, an important skill for any IT professional working with Windows Server. Instructor Scott Burrell shows how to create new scripts in the editor of your choice, demonstrating options such as Visual Studio Code. He shows how to read and write data from a variety of file types, load prebuilt script modules, program functions, and perform basic administrative tasks using PowerShell and Windows Management Instrumentation (WMI), such as extracting information about remote machines. Using the skills you learn in this training course, you will be able to harness PowerShell to script routine server administration tasks, such as software updates and user management.",Course,2019-10-18 18:48 UTC,N/A,false,N/A,
Programming the Internet of Things with iOS,"The ""Internet of Things"" is a catchy way of describing the variety of devices connected through the Internet. This includes webcams, wearable tech-like smartwatches, car sensors, appliances, and even rudimentary robots. What the Internet of Things (IoT) offers is a way to manipulate the real world—the physical world—from the web. In this course, Michael Lehman shows how to program these ""things"" and build companion apps to monitor and record their activities from iOS devices. Learn what's inside a thing, how location-awareness technologies such as iBeacon connect the IoT in public spaces, and how you can create your own things with hardware like the Arduino and Raspberry Pi kits. Michael also shows how to use IFTTT services to control things on iOS, and muses on the future of IoT. Along the way, you'll gain experience with real-world IOT-driven projects, like a mini weather station and a home lighting system.",Course,N/A,N/A,true,N/A,
Leading Organizations: Ten Timeless Truths (getAbstract Summary),"McKinsey senior partners Scott Keller and Mary Meaney examined 20 years of queries to their firm and went through <i>Harvard Business Review</i> articles since 1976 to identify the most important, queried, and written-about management topics in that time span. They found “ten timeless truths"" about leadership and management practices and compiled them in a well-referenced manual: <i>Leading Organizations: Ten Timeless Truths</i>. In this audio-only summary of their book, produced by getAbstract, Keller and Meaney provide a smart introduction to the most important tasks for any leader. Even if the authors only spark your further reading and research, their 10 overviews—including concrete, applicable steps and case studies—provide a great place to start, especially if you’re new to leadership.<br/><br/>This audiobook summary was created by <a href=""https://www.getabstract.com/en/enterprise/solutions?utm_source=LILearning&utm_medium=partner&utm_campaign=leading_organizations"" target=""_blank"">getAbstract</a>, the world’s largest provider of business book summaries. We are pleased to offer this training in our library. <br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAIFxvXXPHHCxSa6cPSc5vVo1hQ.jpg"" height=""30%"" width=""30%"">",Course,2021-08-21 05:36 UTC,N/A,false,N/A,
CMO Foundations: Measuring Marketing Effectiveness (ROI),"Marketing one of the most important investments a company makes to be successful. Measuring effectiveness is critical to keep the investment sound. Learn how to better understand your return on investment (ROI)—and make real-time course corrections to solve problems before they impact your business. Marketing professor Drew Boyd explains the most important metrics to track, strategies to measure them the right way, and the process for building a custom dashboard to view all your results in one convenient place. Plus, discover how to measure things that matter most to your overall development and effectiveness as a CMO.",Course,2021-11-21 14:35 UTC,N/A,false,N/A,
Managing Team Conflict (2018),"When you bring people together, conflict is a natural part of the dynamic. How leaders choose to manage these inevitable disagreements can make the difference between a dysfunctional team and a successful one. In this course, instructor Henna Inam shares strategies and techniques that can help you confidently lead through conflict. Throughout the course, Henna provides direct instruction, exercises, and scenarios that play out common team conflict situations. Discover why team conflict is necessary for success and how to determine whether a conflict is healthy or unhealthy. Review how to resolve style differences, remain both assertive and cooperative in the midst of a conflict, and leverage different conflict management styles to defuse tricky situations.",Course,2021-04-25 01:08 UTC,N/A,false,N/A,
Becoming a Thought Leader,"Do you hope to build lasting change and a legacy that matters? Then maybe it's time for you to become a thought leader. Thought leaders are recognized for their ideas and their contributions to the world. They share their expertise and engage a community of followers—while enhancing their own reputations in their fields.  In this course, thought leadership consultant and author Denise Brosseau defines exactly what a thought leader is and explains the risks and rewards that come with this unique position. She describes how to plan your strategy, develop a compelling message, build influence, maximize your visibility, and track your impact. She also shares tips to scale your ideas to reach the widest possible audience—online and off.",Course,2020-02-24 06:05 UTC,N/A,false,N/A,
Excel: Power Query (Get & Transform) (2020),"Power Query is a feature in Excel that allows you to quickly import data from multiple sources and easily clean, transform, and reshape it to suit your needs. Follow along with Excel MVP Oz du Soleil as he shows you how to use this powerful, time-saving tool. Oz demonstrates how to import, merge, rearrange, and clean data, as well as how to repeat the process with one click if the data changes. Discover how to split columns, unpivot data, and use joins to merge, segment, and compare datasets. Oz offers dozens of techniques and tips in this comprehensive training.",Course,2024-03-28 12:16 UTC,N/A,false,N/A,
Learning the Standard PHP Library,"The Standard PHP Library (SPL) is a collection of useful classes for traversing, filtering, and sorting data and objects. One of its main features is the iterator, which provide easy access to arrays, trees, and directory listings. In this course, David Powers reviews using these iterators to explore the file system, and combining iterators in order to edit and manage specific types of files. He'll show how to load XML and JSON data, convert arrays into nested lists, and work with data structures such as doubly linked lists, queues, and heaps. Start learning how to put SPL into practice, and extend the power of your PHP applications.",Course,N/A,N/A,true,N/A,
Creating Great First Impressions,"First impressions matter. Whether you're walking into a meeting, interview, or negotiation, you need to know how to instantly build rapport. Luckily, the ability to make a lasting first impression isn't an innate skill; there's actually a science to it. In this course, Vanessa Van Edwards—lead investigator at Science of People, a human behavior research lab—shares research-backed strategies that can help you make the first few seconds of any interaction count. Vanessa dives into the body language that is essential to an engaging first impression, the vocal cues that help you sound confident both in person and on the phone, and the best opening lines for sparking a great conversation. Plus, get tips for changing dull small talk into a lively and memorable conversation.",Course,2020-04-08 02:28 UTC,N/A,false,N/A,
Artificial Intelligence Foundations: Thinking Machines,"<p>Computer-enhanced artificial intelligence (AI) has been around since the 1950s, but recent hardware innovations have reinvigorated the field. New sensors help machines have more accurate sight, hear sounds, and understand location. Powerful processors can help computers make complex decisions, sort through possibilities, plan outcomes, and learn from mistakes. The possibilities are thrilling; the implications are vast.</p><p>This course will introduce you to some of the key concepts behind artificial intelligence, including the differences between ""strong"" and ""weak"" AI. You'll see how AI has created questions around what it means to be intelligent and how much trust we should put in machines. Instructor Doug Rose explains the different approaches to AI, including machine learning and deep learning, and the practical uses for new AI-enhanced technologies. Plus, learn how to integrate AI with other technology, such as big data, and avoid some common pitfalls associated with programming AI.</p>",Course,2021-09-22 10:45 UTC,2018-08-05 09:24 UTC,true,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,Course,2020-01-26 03:19 UTC,N/A,false,N/A,
Hands-On Analytics Engineering Project,"<p>This course teaches analytics engineers how to pipeline data into the database from an external source for use in visualization. Such tasks are frequently required of the average analytics engineer. The modern company has more access to data than ever before. Analytics engineers are crucial in making that data accessible for stakeholders. In this course, instructor Connor Dickson presents a scenario where you have a working data stack, and a stakeholder has requested that you take existing data from a source, bring it into the database, transform it, and finally visualize it so it provides value and insights.</p>
<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace. Check out the “How to use Codespaces” video to learn how to get started.</p>",Course,2026-03-14 08:25 UTC,N/A,false,N/A,
